Category,Rating,Reviews,Price,platform
BOOKS_AND_REFERENCE,4.5,203130,0.0,google
BOOKS_AND_REFERENCE,4.6,1435,0.0,google
BOOKS_AND_REFERENCE,4.8,116507,0.0,google
BOOKS_AND_REFERENCE,3.9,1433233,0.0,google
BOOKS_AND_REFERENCE,4.6,90468,0.0,google
BOOKS_AND_REFERENCE,4.2,860,0.0,google
BOOKS_AND_REFERENCE,4.1,363934,0.0,google
BOOKS_AND_REFERENCE,4.7,967,0.0,google
BOOKS_AND_REFERENCE,4.2,87873,0.0,google
BOOKS_AND_REFERENCE,4.3,17506,0.0,google
BOOKS_AND_REFERENCE,3.3,1862,0.0,google
BOOKS_AND_REFERENCE,4.6,2084,0.0,google
BOOKS_AND_REFERENCE,4.8,47303,0.0,google
BOOKS_AND_REFERENCE,4.7,19080,0.0,google
BOOKS_AND_REFERENCE,4.1,85842,0.0,google
BOOKS_AND_REFERENCE,4.6,7831,0.0,google
BOOKS_AND_REFERENCE,4.1,91615,0.0,google
BOOKS_AND_REFERENCE,4.6,4620,0.0,google
BOOKS_AND_REFERENCE,4.7,21336,0.0,google
BOOKS_AND_REFERENCE,4.5,26875,0.0,google
BOOKS_AND_REFERENCE,3.9,1778,0.0,google
BOOKS_AND_REFERENCE,4.4,2709,0.0,google
BOOKS_AND_REFERENCE,4.3,64513,0.0,google
BOOKS_AND_REFERENCE,4.2,8342,0.0,google
BOOKS_AND_REFERENCE,4.5,527,0.0,google
BOOKS_AND_REFERENCE,4.4,1322,0.0,google
BOOKS_AND_REFERENCE,3.4,1680,0.0,google
BOOKS_AND_REFERENCE,4.9,2739,0.0,google
BOOKS_AND_REFERENCE,4.6,1065,0.0,google
BOOKS_AND_REFERENCE,4.4,233757,0.0,google
BOOKS_AND_REFERENCE,4.4,8788,0.0,google
BOOKS_AND_REFERENCE,4.4,51269,0.0,google
BOOKS_AND_REFERENCE,4.4,30105,0.0,google
BOOKS_AND_REFERENCE,3.5,156,0.0,google
BOOKS_AND_REFERENCE,4.4,341157,0.0,google
BUSINESS,4.1,16129,0.0,google
BUSINESS,4.3,674730,0.0,google
BUSINESS,4.4,1254730,0.0,google
BUSINESS,4.3,85185,0.0,google
BUSINESS,4.3,32584,0.0,google
BUSINESS,4.1,217730,0.0,google
BUSINESS,4.4,70991,0.0,google
BUSINESS,4.3,1002861,0.0,google
BUSINESS,3.9,16589,0.0,google
BUSINESS,4.8,148945,0.0,google
BUSINESS,4.5,4458,0.0,google
BUSINESS,4.4,62272,0.0,google
BUSINESS,4.0,8941,0.0,google
BUSINESS,4.3,46353,0.0,google
BUSINESS,4.0,1279184,0.0,google
BUSINESS,4.2,88073,0.0,google
BUSINESS,4.5,67000,0.0,google
BUSINESS,4.2,159872,0.0,google
BUSINESS,4.2,30847,0.0,google
BUSINESS,4.6,188841,0.0,google
BUSINESS,4.1,11622,0.0,google
BUSINESS,4.6,95912,0.0,google
BUSINESS,3.1,4034,0.0,google
BUSINESS,3.9,45964,0.0,google
BUSINESS,4.3,14955,0.0,google
BUSINESS,4.1,6903,0.0,google
BUSINESS,4.4,31614,0.0,google
BUSINESS,4.1,23055,0.0,google
BUSINESS,4.1,19023,0.0,google
BUSINESS,4.5,207372,0.0,google
BUSINESS,4.4,1225,0.0,google
BUSINESS,4.4,380837,0.0,google
BUSINESS,4.3,10600,0.0,google
BUSINESS,4.4,74359,0.0,google
BUSINESS,4.6,822,0.0,google
BUSINESS,4.2,80805,0.0,google
BUSINESS,4.4,2287,0.0,google
BUSINESS,4.7,4162,0.0,google
BUSINESS,3.8,14760,0.0,google
BUSINESS,3.9,23243,0.0,google
BUSINESS,4.3,8978,0.0,google
BUSINESS,4.2,80805,0.0,google
BUSINESS,4.4,42492,0.0,google
BUSINESS,4.7,286897,0.0,google
BUSINESS,4.5,103755,0.0,google
BUSINESS,4.2,46505,0.0,google
BUSINESS,4.7,11442,4.99,google
BUSINESS,4.8,10295,4.99,google
BUSINESS,4.2,159872,0.0,google
BUSINESS,4.2,296,0.0,google
BUSINESS,4.3,29313,0.0,google
BUSINESS,4.4,70991,0.0,google
BUSINESS,4.4,51507,0.0,google
BUSINESS,4.1,1802,0.0,google
BUSINESS,3.8,1383,0.0,google
BUSINESS,4.3,23175,0.0,google
BUSINESS,3.8,5868,0.0,google
BUSINESS,3.5,2111,0.0,google
BUSINESS,4.1,5448,0.0,google
BUSINESS,4.6,4159,0.0,google
BUSINESS,4.3,20815,0.0,google
BUSINESS,4.5,78662,0.0,google
BUSINESS,4.1,7149,0.0,google
BUSINESS,4.5,3079,0.0,google
BUSINESS,4.6,5800,0.0,google
BUSINESS,4.0,6989,0.0,google
BUSINESS,4.2,16422,0.0,google
BUSINESS,4.4,108741,0.0,google
BUSINESS,4.4,31614,0.0,google
BUSINESS,4.0,624,0.0,google
BUSINESS,4.2,1661,0.0,google
BUSINESS,4.2,97702,0.0,google
BUSINESS,4.1,308,0.0,google
BUSINESS,4.0,6989,0.0,google
BUSINESS,3.8,5211,0.0,google
BUSINESS,3.9,1058,0.0,google
BUSINESS,3.9,78172,0.0,google
BUSINESS,4.2,159872,0.0,google
BUSINESS,4.2,296,0.0,google
BUSINESS,4.3,29313,0.0,google
BUSINESS,4.4,70991,0.0,google
BUSINESS,4.4,51507,0.0,google
BUSINESS,4.1,1802,0.0,google
BUSINESS,3.8,1383,0.0,google
BUSINESS,4.3,23175,0.0,google
BUSINESS,3.8,5868,0.0,google
BUSINESS,3.5,2111,0.0,google
BUSINESS,4.1,5448,0.0,google
BUSINESS,4.6,4159,0.0,google
BUSINESS,4.3,20815,0.0,google
BUSINESS,4.5,78662,0.0,google
BUSINESS,4.1,7149,0.0,google
BUSINESS,4.5,3079,0.0,google
BUSINESS,4.6,5800,0.0,google
BUSINESS,4.0,6989,0.0,google
BUSINESS,4.2,16422,0.0,google
BUSINESS,4.3,8978,0.0,google
BUSINESS,4.2,80804,0.0,google
BUSINESS,4.4,42492,0.0,google
BUSINESS,4.7,286897,0.0,google
BUSINESS,4.5,103755,0.0,google
BUSINESS,4.2,46505,0.0,google
BUSINESS,4.7,11442,4.99,google
BUSINESS,4.8,10295,4.99,google
BUSINESS,4.1,217730,0.0,google
BUSINESS,4.3,1002859,0.0,google
BUSINESS,4.4,51510,0.0,google
BUSINESS,4.5,413,0.0,google
BUSINESS,4.3,23175,0.0,google
COMICS,4.5,1013635,0.0,google
COMICS,4.6,24005,0.0,google
COMICS,4.7,57106,0.0,google
COMICS,4.7,2249,0.0,google
COMICS,4.8,516,0.0,google
COMICS,3.9,834,0.0,google
COMICS,4.1,1010,0.0,google
COMICS,4.4,238970,0.0,google
COMICS,4.6,302,0.0,google
COMICS,4.5,438,0.0,google
COMICS,4.7,73,0.0,google
COMICS,4.4,39,0.0,google
COMICS,4.5,144,0.0,google
COMICS,3.9,2181,0.0,google
COMICS,3.2,93965,0.0,google
COMICS,3.2,1446,0.0,google
COMICS,4.1,12088,0.0,google
COMICS,4.5,314,0.0,google
COMICS,4.2,25671,0.0,google
COMICS,4.2,15194,0.0,google
COMICS,3.7,22551,0.0,google
COMICS,4.5,29839,0.0,google
COMICS,4.6,279,0.0,google
COMICS,4.5,564387,0.0,google
COMICS,4.7,1677,0.0,google
COMICS,4.4,757,0.0,google
COMICS,3.5,115,0.0,google
COMICS,3.3,125,0.0,google
COMICS,4.5,9952,0.0,google
COMICS,4.4,18814,0.0,google
COMICS,4.2,21,0.0,google
COMICS,5.0,15,0.0,google
COMICS,4.4,51981,0.0,google
COMICS,4.7,3596,0.0,google
COMICS,4.4,1006,0.0,google
COMICS,4.4,5968,0.0,google
COMICS,4.6,4895,0.0,google
COMMUNICATION,4.0,56642847,0.0,google
COMMUNICATION,4.4,69119316,0.0,google
COMMUNICATION,4.3,125257,0.0,google
COMMUNICATION,4.3,9642995,0.0,google
COMMUNICATION,4.4,1429035,0.0,google
COMMUNICATION,4.3,4604324,0.0,google
COMMUNICATION,4.0,3419249,0.0,google
COMMUNICATION,4.3,11334799,0.0,google
COMMUNICATION,4.3,158679,0.0,google
COMMUNICATION,4.4,3075028,0.0,google
COMMUNICATION,4.3,4187998,0.0,google
COMMUNICATION,4.3,659395,0.0,google
COMMUNICATION,4.3,4785892,0.0,google
COMMUNICATION,4.3,66602,0.0,google
COMMUNICATION,4.3,30209,0.0,google
COMMUNICATION,4.0,36901,0.0,google
COMMUNICATION,4.5,5149854,0.0,google
COMMUNICATION,4.3,192948,0.0,google
COMMUNICATION,3.7,99559,0.0,google
COMMUNICATION,4.5,437674,0.0,google
COMMUNICATION,3.9,13698,0.0,google
COMMUNICATION,4.4,2473509,0.0,google
COMMUNICATION,3.6,20769,0.0,google
COMMUNICATION,4.4,36880,0.0,google
COMMUNICATION,4.2,171031,0.0,google
COMMUNICATION,4.4,63543,0.0,google
COMMUNICATION,4.1,45487,0.0,google
COMMUNICATION,4.4,615381,0.0,google
COMMUNICATION,4.3,2451083,0.0,google
COMMUNICATION,4.2,33053,0.0,google
COMMUNICATION,4.2,5387333,0.0,google
COMMUNICATION,4.4,3648120,0.0,google
COMMUNICATION,4.4,136662,0.0,google
COMMUNICATION,3.9,42370,0.0,google
COMMUNICATION,4.2,781810,0.0,google
COMMUNICATION,4.4,3128250,0.0,google
COMMUNICATION,4.6,2083237,0.0,google
COMMUNICATION,4.3,541389,0.0,google
COMMUNICATION,4.3,46702,0.0,google
COMMUNICATION,4.4,2939,0.0,google
COMMUNICATION,3.7,13761,0.0,google
COMMUNICATION,4.3,258556,0.0,google
COMMUNICATION,3.9,40751,0.0,google
COMMUNICATION,4.5,17712922,0.0,google
COMMUNICATION,3.7,25021,0.0,google
COMMUNICATION,4.3,27187,0.0,google
COMMUNICATION,4.4,69119316,0.0,google
COMMUNICATION,4.0,56646578,0.0,google
COMMUNICATION,4.3,4785988,0.0,google
COMMUNICATION,4.0,122498,0.0,google
COMMUNICATION,4.3,11334973,0.0,google
COMMUNICATION,4.0,3419433,0.0,google
COMMUNICATION,4.1,132014,0.0,google
COMMUNICATION,4.2,83239,0.0,google
COMMUNICATION,4.2,594728,0.0,google
COMMUNICATION,4.2,5387446,0.0,google
COMMUNICATION,4.1,10484169,0.0,google
COMMUNICATION,4.4,3128509,0.0,google
COMMUNICATION,4.3,2451093,0.0,google
COMMUNICATION,4.2,171031,0.0,google
COMMUNICATION,4.4,2876500,0.0,google
COMMUNICATION,4.2,781810,0.0,google
COMMUNICATION,4.1,28238,0.0,google
COMMUNICATION,4.3,335646,0.0,google
COMMUNICATION,4.3,350154,0.0,google
COMMUNICATION,4.5,349384,0.0,google
COMMUNICATION,4.3,346982,0.0,google
COMMUNICATION,4.2,244863,0.0,google
COMMUNICATION,4.2,10790289,0.0,google
COMMUNICATION,4.5,330761,0.0,google
COMMUNICATION,4.3,37320,0.0,google
COMMUNICATION,4.3,12842860,0.0,google
COMMUNICATION,4.3,2546527,0.0,google
COMMUNICATION,4.4,36893,0.0,google
COMMUNICATION,4.2,15880,0.0,google
COMMUNICATION,4.3,346980,0.0,google
COMMUNICATION,4.3,9643041,0.0,google
COMMUNICATION,4.4,3075118,0.0,google
COMMUNICATION,4.6,2264916,0.0,google
COMMUNICATION,4.3,541389,0.0,google
COMMUNICATION,4.4,2473693,0.0,google
COMMUNICATION,4.2,42925,0.0,google
COMMUNICATION,4.5,5150471,0.0,google
COMMUNICATION,4.5,2511130,0.0,google
COMMUNICATION,4.4,3648480,0.0,google
COMMUNICATION,4.5,17714850,0.0,google
COMMUNICATION,4.1,13100,0.0,google
COMMUNICATION,4.2,27156,0.0,google
COMMUNICATION,4.1,55098,0.0,google
COMMUNICATION,4.3,1133501,0.0,google
COMMUNICATION,4.1,12578,0.0,google
COMMUNICATION,4.2,10965,0.0,google
COMMUNICATION,4.0,18247,3.99,google
COMMUNICATION,4.2,190613,0.0,google
COMMUNICATION,4.2,125232,0.0,google
COMMUNICATION,4.2,83239,0.0,google
COMMUNICATION,4.3,11334973,0.0,google
COMMUNICATION,4.3,72065,0.0,google
COMMUNICATION,4.4,27540,0.0,google
COMMUNICATION,4.2,104990,0.0,google
COMMUNICATION,4.4,177703,0.0,google
COMMUNICATION,4.1,17529,0.0,google
COMMUNICATION,4.2,177263,0.0,google
COMMUNICATION,4.8,237468,0.0,google
COMMUNICATION,4.4,32254,0.0,google
COMMUNICATION,4.4,483565,0.0,google
COMMUNICATION,4.4,552441,0.0,google
COMMUNICATION,4.0,60308,0.0,google
COMMUNICATION,4.5,457283,0.0,google
COMMUNICATION,4.4,93825,0.0,google
COMMUNICATION,4.1,32283,0.0,google
COMMUNICATION,4.2,15287,0.0,google
COMMUNICATION,4.5,205739,0.0,google
COMMUNICATION,4.3,14873,0.0,google
COMMUNICATION,4.5,7820209,0.0,google
COMMUNICATION,4.0,9498,0.0,google
COMMUNICATION,4.3,4604483,0.0,google
COMMUNICATION,4.3,4188142,0.0,google
COMMUNICATION,4.2,88427,0.0,google
COMMUNICATION,4.5,305218,0.0,google
COMMUNICATION,4.6,183374,0.0,google
COMMUNICATION,4.1,20901,0.0,google
COMMUNICATION,4.0,122595,0.0,google
COMMUNICATION,4.2,124346,0.0,google
COMMUNICATION,4.6,837842,0.0,google
COMMUNICATION,4.1,255,0.0,google
COMMUNICATION,4.3,41420,0.0,google
COMMUNICATION,4.2,44706,0.0,google
COMMUNICATION,4.3,23707,0.0,google
COMMUNICATION,4.0,3419513,0.0,google
COMMUNICATION,4.3,4785988,0.0,google
COMMUNICATION,4.2,594728,0.0,google
COMMUNICATION,4.3,11335255,0.0,google
COMMUNICATION,4.1,10484169,0.0,google
COMMUNICATION,4.2,5387446,0.0,google
COMMUNICATION,4.1,29208,0.0,google
COMMUNICATION,4.6,191032,0.0,google
COMMUNICATION,4.3,350154,0.0,google
COMMUNICATION,4.2,244863,0.0,google
COMMUNICATION,4.2,10790289,0.0,google
COMMUNICATION,4.3,2546527,0.0,google
DATING,4.2,1545,3.99,google
DATING,2.6,57,6.99,google
DATING,3.5,2,7.99,google
DATING,4.0,516801,0.0,google
DATING,4.1,285726,0.0,google
DATING,3.7,76646,0.0,google
DATING,4.1,2556,0.0,google
DATING,4.2,7779,0.0,google
DATING,4.5,61637,0.0,google
DATING,4.4,12632,0.0,google
DATING,4.2,313724,0.0,google
DATING,4.0,48845,0.0,google
DATING,4.1,305708,0.0,google
DATING,3.1,31320,0.0,google
DATING,4.4,172460,0.0,google
DATING,4.2,4195,0.0,google
DATING,4.1,11633,0.0,google
DATING,3.9,10212,0.0,google
DATING,4.3,37053,0.0,google
DATING,4.4,667,0.0,google
DATING,3.5,13202,0.0,google
DATING,4.0,28671,0.0,google
DATING,3.3,1157,0.0,google
DATING,4.5,212626,0.0,google
DATING,4.4,222888,0.0,google
DATING,4.1,2067,0.0,google
DATING,3.9,1643,0.0,google
DATING,3.9,105,0.0,google
DATING,3.6,3414,0.0,google
DATING,4.0,42194,0.0,google
DATING,3.6,11806,0.0,google
DATING,3.4,1999,0.0,google
DATING,4.2,22544,0.0,google
DATING,4.1,97684,0.0,google
DATING,3.4,2519,0.0,google
DATING,3.0,1146,0.0,google
DATING,4.6,13046,0.0,google
DATING,4.1,17268,0.0,google
DATING,3.9,8722,0.0,google
DATING,1.9,953,0.0,google
DATING,3.5,2593,0.0,google
DATING,2.5,5377,0.0,google
DATING,3.9,852,0.0,google
DATING,3.4,212,0.0,google
DATING,3.5,1972,0.0,google
DATING,4.4,35206,0.0,google
DATING,3.8,5164,0.0,google
DATING,4.2,1939,0.0,google
DATING,2.5,277,0.0,google
DATING,2.8,80,0.0,google
DATING,4.1,825,0.0,google
DATING,4.2,40035,0.0,google
DATING,3.5,1093,0.0,google
DATING,4.3,135418,0.0,google
DATING,3.3,1601,0.0,google
DATING,4.1,2212,0.0,google
DATING,4.2,57081,0.0,google
DATING,3.5,241,0.0,google
DATING,4.2,63986,0.0,google
DATING,4.4,7888,0.0,google
DATING,4.1,535,0.0,google
DATING,4.2,5084,0.0,google
DATING,4.3,2430,0.0,google
DATING,4.1,285726,0.0,google
DATING,4.0,48845,0.0,google
DATING,4.1,2556,0.0,google
DATING,4.2,7779,0.0,google
DATING,3.0,837,0.0,google
DATING,4.4,12632,0.0,google
DATING,4.5,61637,0.0,google
DATING,2.5,5377,0.0,google
DATING,4.1,11633,0.0,google
DATING,4.2,313724,0.0,google
DATING,4.0,738,0.0,google
DATING,4.1,305708,0.0,google
DATING,1.9,953,0.0,google
DATING,3.3,4631,0.0,google
DATING,4.4,222888,0.0,google
DATING,4.1,17268,0.0,google
DATING,3.8,5164,0.0,google
DATING,4.1,4953,0.0,google
DATING,4.2,4195,0.0,google
DATING,4.0,28671,0.0,google
DATING,4.5,212626,0.0,google
DATING,3.7,1439,0.0,google
DATING,3.9,1645,0.0,google
DATING,3.5,13204,0.0,google
DATING,3.9,853,0.0,google
DATING,4.0,337,0.0,google
DATING,4.6,13049,0.0,google
DATING,4.0,51698,0.0,google
DATING,4.1,923,0.0,google
DATING,4.2,1546,3.99,google
DATING,3.3,149,0.0,google
DATING,4.4,198,0.0,google
DATING,4.3,135420,0.0,google
DATING,4.2,22545,0.0,google
DATING,3.9,8723,0.0,google
DATING,4.3,23170,0.0,google
DATING,3.4,13890,0.0,google
DATING,4.2,57083,0.0,google
DATING,4.1,537,0.0,google
DATING,4.0,13440,0.0,google
DATING,3.6,143,0.0,google
DATING,4.2,1059,0.0,google
DATING,3.5,894,0.0,google
DATING,4.0,6191,0.0,google
DATING,4.1,2212,0.0,google
DATING,4.1,15081,0.0,google
DATING,2.8,80,0.0,google
DATING,4.4,218,0.0,google
DATING,4.4,35205,0.0,google
DATING,4.2,243950,0.0,google
DATING,4.1,236,0.0,google
DATING,4.2,5152,0.0,google
DATING,3.9,1576,0.0,google
DATING,4.1,6701,0.0,google
DATING,4.2,40039,0.0,google
DATING,3.9,742,0.0,google
DATING,4.0,187,0.0,google
DATING,4.2,2506,0.0,google
DATING,4.5,182986,0.0,google
DATING,3.9,8661,0.0,google
DATING,3.6,8,0.0,google
DATING,4.4,59,0.0,google
DATING,3.5,35,0.0,google
DATING,4.4,28,0.0,google
DATING,4.8,125,0.0,google
DATING,4.6,185,0.0,google
DATING,4.7,6,0.0,google
DATING,4.8,110,0.0,google
DATING,2.7,3,0.0,google
DATING,5.0,5,0.0,google
DATING,4.8,84,0.0,google
DATING,5.0,2,0.0,google
DATING,4.8,20,0.0,google
DATING,4.9,776,0.0,google
DATING,3.0,2,0.0,google
DATING,4.7,14,0.0,google
DATING,1.0,1,0.0,google
DATING,5.0,5,0.0,google
DATING,4.7,18,0.0,google
DATING,5.0,6,0.0,google
DATING,5.0,5,0.0,google
DATING,3.0,1,0.0,google
DATING,4.1,11,0.0,google
DATING,5.0,3,0.0,google
DATING,3.7,101,0.0,google
DATING,4.5,120,0.0,google
DATING,4.2,24,0.0,google
DATING,4.3,6,0.0,google
DATING,4.1,4954,0.0,google
DATING,1.9,954,0.0,google
DATING,4.1,2560,0.0,google
DATING,4.4,59,0.0,google
DATING,3.9,10212,0.0,google
DATING,3.9,105,0.0,google
DATING,4.0,42197,0.0,google
DATING,4.4,28,0.0,google
DATING,4.7,6,0.0,google
DATING,3.8,5168,0.0,google
DATING,4.4,12633,0.0,google
DATING,4.4,41605,0.0,google
DATING,3.6,8,0.0,google
DATING,4.4,218,0.0,google
DATING,2.7,3,0.0,google
DATING,4.3,2433,0.0,google
DATING,4.6,185,0.0,google
DATING,2.8,80,0.0,google
DATING,3.5,35,0.0,google
DATING,3.4,5,0.0,google
DATING,4.8,125,0.0,google
DATING,4.7,791,0.0,google
DATING,4.8,110,0.0,google
DATING,4.8,5323,0.0,google
DATING,4.7,478,0.0,google
DATING,4.1,825,0.0,google
DATING,3.5,69,0.0,google
DATING,4.7,158,0.0,google
DATING,3.8,24,0.0,google
DATING,2.9,53,0.0,google
DATING,4.5,182986,0.0,google
DATING,3.3,1157,0.0,google
DATING,4.1,97699,0.0,google
EDUCATION,4.7,6289924,0.0,google
EDUCATION,4.6,181893,0.0,google
EDUCATION,4.7,2544,0.0,google
EDUCATION,4.6,85375,0.0,google
EDUCATION,4.7,314299,0.0,google
EDUCATION,4.5,9770,0.0,google
EDUCATION,4.7,32346,0.0,google
EDUCATION,4.8,4075,0.0,google
EDUCATION,4.6,10611,0.0,google
EDUCATION,4.6,9321,0.0,google
EDUCATION,4.6,56065,0.0,google
EDUCATION,4.2,14286,0.0,google
EDUCATION,4.9,133136,0.0,google
EDUCATION,3.8,2469,0.0,google
EDUCATION,4.2,36212,0.0,google
EDUCATION,4.4,390,0.0,google
EDUCATION,4.4,1090,0.0,google
EDUCATION,4.3,266948,0.0,google
EDUCATION,4.5,342918,0.0,google
EDUCATION,4.4,748,0.0,google
